,person_id,comp_f_min_score,comp_f_min_decile,comp_f_max_score,comp_f_max_decile,comp_r_min_score,comp_r_min_decile,comp_r_max_score,comp_r_max_decile,comp_v_min_score,comp_v_min_decile,comp_v_max_score,comp_v_max_decile
11121,11122,17,2,17,2,0.78,10,0.78,10,-0.34,10,-0.34,10
11122,11123,24,6,24,6,-0.39,5,-0.39,5,-2.23,4,-2.23,4
11124,11125,19,3,19,3,-1.25,2,-1.25,2,-2.91,2,-2.91,2
11125,11126,13,1,13,1,-1.25,2,-1.25,2,-2.36,3,-2.36,3
11126,11127,16,2,16,2,0.2,8,0.2,8,-1.95,5,-1.95,5
11127,11128,20,3,20,3,-0.56,4,-0.56,4,-1.92,5,-1.92,5
11128,11129,17,2,17,2,0.21,8,0.21,8,-1.74,5,-1.74,5
11129,11130,13,1,13,1,-1.01,2,-1.01,2,-3.07,1,-3.07,1
11130,11131,20,4,20,4,-0.36,7,-0.36,7,-2.75,2,-2.75,2
11131,11132,13,1,13,1,-0.82,3,-0.82,3,-1.53,6,-1.53,6
11132,11133,25,6,25,6,-0.12,7,-0.12,7,-1.84,5,-1.84,5
11133,11134,24,6,24,6,0.37,9,0.37,9,-1.56,6,-1.56,6
11134,11135,13,1,13,1,-2.64,1,-2.64,1,-4.18,1,-4.18,1
11135,11136,25,6,25,6,-1.05,2,-1.05,2,-2.92,2,-2.92,2
11136,11137,18,3,18,3,-0.4,5,-0.4,5,-2.46,3,-2.46,3
11137,11138,11,1,11,1,-1.45,2,-1.45,2,-2.76,2,-2.76,2
11138,11139,32,9,32,9,0.65,10,0.65,10,-1.11,8,-1.11,8
11139,11140,18,3,18,3,0.71,10,0.71,10,-2.04,4,-2.04,4
11140,11141,32,9,32,9,0.02,8,0.02,8,-1.68,6,-1.68,6
11141,11142,18,3,18,3,-0.85,3,-0.85,3,-2.99,1,-2.99,1
11142,11143,16,2,16,2,-1.2,2,-1.2,2,-2.46,3,-2.46,3
11143,11144,13,1,13,1,-0.13,6,-0.13,6,-1.5,6,-1.5,6
11144,11145,19,3,19,3,-1.18,2,-1.18,2,-3.02,1,-3.02,1
11146,11147,19,3,19,3,0.02,7,0.02,7,-1.95,5,-1.95,5
11147,11148,29,9,29,9,0.69,10,0.69,10,-1.55,6,-1.55,6
11148,11149,14,1,14,1,-2.05,1,-2.05,1,-3.97,1,-3.97,1
11149,11150,13,1,13,1,-1.26,2,-1.26,2,-3.33,1,-3.33,1
11150,11151,12,1,12,1,-0.73,4,-0.73,4,-1.64,6,-1.64,6
11151,11152,28,8,28,8,0.59,9,0.59,9,-1.44,7,-1.44,7
11152,11153,15,1,15,1,-1.12,3,-1.12,3,-2.92,2,-2.92,2
11153,11154,12,1,12,1,-0.73,4,-0.73,4,-1.64,6,-1.64,6
11154,11155,19,3,23,5,-0.09,7,0.29,8,-1.44,7,-1.21,8
11155,11156,14,1,14,1,-0.48,5,-0.48,5,-2.29,3,-2.29,3
11156,11157,12,1,12,1,-0.87,3,-0.87,3,-2.9,2,-2.9,2
11157,11158,16,2,16,2,-1.07,2,-1.07,2,-2.67,2,-2.67,2
11158,11159,37,10,37,10,1.36,10,1.36,10,-0.65,9,-0.65,9
11159,11160,26,7,26,7,-0.04,8,-0.04,8,-1.82,5,-1.82,5
11160,11161,20,3,21,4,-0.54,4,-0.22,6,-2.2,4,-1.86,5
11161,11162,18,3,18,3,-0.55,6,-0.55,6,-3.17,1,-3.17,1
11162,11163,25,6,25,6,-0.88,3,-0.88,3,-2.7,2,-2.7,2
11163,11164,18,3,18,3,-0.39,5,-0.26,6,-1.88,5,-1.84,5
11164,11165,16,2,16,2,-0.17,6,-0.17,6,-1.32,7,-1.32,7
11165,11166,14,1,14,1,-0.58,4,-0.58,4,-1.87,5,-1.87,5
11166,11167,22,5,22,5,-0.7,5,-0.7,5,-2.36,3,-2.36,3
11167,11168,25,6,25,6,0.28,8,0.28,8,-1.46,7,-1.46,7
11168,11169,18,3,18,3,-0.38,6,-0.38,6,-1.83,5,-1.83,5
11169,11170,29,8,29,8,-0.46,5,-0.46,5,-2.63,2,-2.63,2
11170,11171,22,5,22,5,-0.23,7,-0.23,7,-1.97,5,-1.97,5
11171,11172,15,1,15,1,-0.2,6,-0.2,6,-1.71,6,-1.71,6
11172,11173,17,2,17,2,-1.14,2,-1.14,2,-2.93,2,-2.93,2
11173,11174,11,1,11,1,-2.34,1,-2.34,1,-3.89,1,-3.89,1
11174,11175,13,1,13,1,-1.79,1,-1.79,1,-3.21,1,-3.21,1
11175,11176,27,7,27,7,0.27,8,0.27,8,-0.84,9,-0.84,9
11176,11177,14,1,14,1,-0.5,5,-0.5,5,-2.3,3,-2.3,3
11177,11178,12,1,12,1,-2.19,1,-2.19,1,-3.71,1,-3.71,1
11178,11179,12,1,12,1,-1.72,1,-1.72,1,-3.23,1,-3.23,1
11179,11180,11,1,11,1,-2.81,1,-2.81,1,-4.39,1,-4.39,1
11180,11181,28,8,28,8,-0.05,8,-0.05,8,-2.51,3,-2.51,3
11181,11182,38,10,38,10,-0.49,5,-0.49,5,-2.42,3,-2.42,3
11182,11183,15,1,15,1,-0.82,3,-0.82,3,-2.51,3,-2.51,3
11183,11184,18,2,18,2,-0.16,6,-0.16,6,-1.08,8,-1.08,8
11184,11185,17,2,17,2,-1.61,1,-1.61,1,-3.85,1,-3.85,1
11185,11186,21,4,21,4,0.01,7,0.01,7,-2.08,4,-2.08,4
11186,11187,15,1,15,1,-0.86,3,-0.86,3,-2.92,2,-2.92,2
11187,11188,19,3,19,3,0.81,10,0.81,10,-0.84,9,-0.84,9
11189,11190,22,5,22,5,0.16,9,0.16,9,-1.41,7,-1.41,7
11190,11191,20,3,20,3,-0.87,3,-0.87,3,-3.0,1,-3.0,1
11191,11192,17,2,17,2,-0.86,4,-0.86,4,-2.76,2,-2.76,2
11192,11193,17,2,17,2,-0.37,5,-0.37,5,-2.47,3,-2.47,3
11193,11194,11,1,11,1,-1.96,1,-1.96,1,-3.5,1,-3.5,1
11194,11195,23,5,23,5,-0.77,3,-0.77,3,-2.05,4,-2.05,4
11195,11196,19,3,19,3,-0.35,5,-0.35,5,-2.25,3,-2.25,3
11196,11197,19,3,19,3,-1.15,2,-1.15,2,-2.5,3,-2.5,3
11197,11198,13,1,13,1,-1.44,2,-1.44,2,-2.66,2,-2.66,2
11198,11199,25,6,25,6,-1.4,1,-1.36,2,-3.65,1,-3.65,1
11199,11200,15,1,15,1,-1.87,1,-1.87,1,-3.3,1,-3.3,1
11200,11201,11,1,11,1,-1.96,1,-1.96,1,-3.42,1,-3.42,1
11201,11202,27,6,27,6,-0.51,4,-0.51,4,-2.76,2,-2.76,2
11202,11203,30,8,30,8,-1.03,2,-1.03,2,-2.58,2,-2.58,2
11203,11204,22,5,22,5,-0.45,5,-0.45,5,-2.18,4,-2.18,4
11204,11205,13,1,13,1,0.12,8,0.12,8,-1.44,7,-1.44,7
11205,11206,12,1,12,1,-0.27,6,-0.27,6,-1.71,6,-1.71,6
11206,11207,19,3,19,3,-1.62,1,-1.62,1,-3.94,1,-3.94,1
11207,11208,13,1,13,1,-1.15,3,-1.15,3,-2.29,3,-2.29,3
11208,11209,18,3,18,3,-0.06,7,-0.06,7,-1.47,7,-1.47,7
11209,11210,19,3,19,3,0.03,7,0.03,7,-1.58,6,-1.58,6
11210,11211,22,5,22,5,-0.45,5,-0.45,5,-1.31,7,-1.31,7
11211,11212,12,1,16,2,-0.23,6,-0.13,6,-1.91,5,-1.86,5
11213,11214,48,10,48,10,-0.1,7,-0.1,7,-1.24,8,-1.24,8
11214,11215,21,4,21,4,-0.76,3,-0.76,3,-2.92,2,-2.92,2
11216,11217,28,8,31,9,0.39,9,0.54,9,-0.94,9,-0.88,9
11217,11218,13,1,13,1,-0.82,3,-0.82,3,-2.16,4,-2.16,4
11218,11219,35,10,35,10,0.94,10,0.94,10,-2.3,3,-2.3,3
11219,11220,17,2,17,2,-2.06,1,-2.06,1,-3.63,1,-3.63,1
11220,11221,21,4,21,4,-0.43,6,-0.43,6,-2.47,3,-2.47,3
11221,11222,23,6,23,6,-0.82,4,-0.82,4,-2.33,3,-2.33,3
11222,11223,35,10,35,10,0.49,9,0.49,9,-2.1,4,-2.1,4
11223,11224,12,1,12,1,-2.1,1,-2.1,1,-3.29,1,-3.29,1
11224,11225,15,1,15,1,-0.39,5,-0.39,5,-1.82,5,-1.82,5
11225,11226,13,1,13,1,-0.89,4,-0.89,4,-1.98,4,-1.98,4
11226,11227,20,3,20,3,-0.42,5,-0.42,5,-2.84,2,-2.84,2
11227,11228,14,1,14,1,-0.93,3,-0.93,3,-2.39,3,-2.39,3
11228,11229,17,2,17,2,-1.88,1,-1.88,1,-3.22,1,-3.22,1
11229,11230,19,3,19,3,-1.58,1,-1.58,1,-3.8,1,-3.8,1
11230,11231,20,4,20,4,0.62,10,0.62,10,-2.07,4,-2.07,4
11231,11232,19,3,19,3,-0.55,4,-0.55,4,-1.94,5,-1.94,5
11232,11233,14,1,14,1,-2.31,1,-2.31,1,-3.7,1,-3.7,1
11233,11234,23,6,23,6,0.08,8,0.08,8,-2.13,4,-2.13,4
11234,11235,29,8,29,8,-0.06,7,-0.06,7,-0.88,9,-0.88,9
11235,11236,11,1,11,1,-1.45,2,-1.45,2,-2.49,3,-2.49,3
11236,11237,13,1,13,1,-2.08,1,-2.08,1,-3.45,1,-3.45,1
11237,11238,13,1,13,1,-1.16,3,-1.16,3,-2.52,3,-2.52,3
11238,11239,16,2,16,2,-0.29,7,-0.29,7,-2.39,3,-2.39,3
11239,11240,17,2,17,2,-1.33,2,-1.33,2,-3.14,1,-3.14,1
11240,11241,14,1,14,1,-0.9,3,-0.9,3,-1.74,5,-1.74,5
11241,11242,27,7,27,7,0.94,10,0.94,10,-0.98,9,-0.98,9
11242,11243,22,5,22,5,-0.32,5,-0.32,5,-2.88,2,-2.88,2
11243,11244,16,2,16,2,-1.28,2,-1.28,2,-2.65,2,-2.65,2
11244,11245,18,3,18,3,-0.18,6,-0.18,6,-1.62,6,-1.62,6
11245,11246,18,3,18,3,-0.08,7,-0.08,7,-1.51,6,-1.51,6
11246,11247,13,1,13,1,-0.29,6,-0.29,6,-2.0,4,-2.0,4
11247,11248,11,1,11,1,-2.09,1,-2.09,1,-3.75,1,-3.75,1
11248,11249,20,4,20,4,-1.96,1,-1.96,1,-3.6,1,-3.6,1
11249,11250,15,1,15,1,-1.06,2,-1.06,2,-2.08,4,-2.08,4
11250,11251,28,8,28,8,-0.22,6,-0.22,6,-2.32,3,-2.32,3
11251,11252,17,2,17,2,-1.24,3,-1.24,3,-2.88,2,-2.88,2
11252,11253,15,1,15,1,-2.18,1,-2.18,1,-3.78,1,-3.78,1
11253,11254,18,3,18,3,-2.03,1,-2.03,1,-3.54,1,-3.54,1
11254,11255,17,2,17,2,-0.07,7,-0.07,7,-2.15,4,-2.15,4
11255,11256,26,7,26,7,-1.42,1,-1.42,1,-2.96,1,-2.96,1
11256,11257,18,3,18,3,-1.9,1,-1.9,1,-3.41,1,-3.41,1
11258,11259,20,4,20,4,0.0,8,0.0,8,-1.44,7,-1.44,7
11259,11260,24,6,24,6,-0.69,4,-0.69,4,-3.5,1,-3.5,1
11260,11261,14,1,14,1,-0.18,6,-0.18,6,-1.81,5,-1.81,5
11261,11262,24,6,24,6,0.25,8,0.25,8,-1.89,5,-1.89,5
11262,11263,16,2,16,2,-1.47,2,-1.47,2,-2.67,2,-2.67,2
11263,11264,15,1,15,1,-1.12,2,-1.12,2,-2.04,4,-2.04,4
11264,11265,13,1,13,1,-1.7,1,-1.7,1,-3.58,1,-3.58,1
11265,11266,14,1,14,1,-2.44,1,-2.44,1,-4.07,1,-4.07,1
11266,11267,13,1,13,1,-0.08,7,-0.08,7,-1.26,7,-1.26,7
11267,11268,13,1,13,1,-0.24,6,-0.24,6,-1.71,6,-1.71,6
11268,11269,19,3,19,3,-0.81,3,-0.81,3,-2.57,2,-2.57,2
11269,11270,17,2,17,2,-0.31,6,-0.31,6,-1.84,5,-1.84,5
11270,11271,15,1,15,1,0.46,9,0.46,9,-1.65,6,-1.65,6
11271,11272,19,3,19,3,0.62,10,0.62,10,-1.79,5,-1.79,5
11272,11273,18,3,18,3,-1.63,2,-1.63,2,-3.56,1,-3.56,1
11273,11274,18,3,18,3,-1.16,2,-1.16,2,-2.58,2,-2.58,2
11274,11275,19,3,19,3,-0.39,5,-0.39,5,-2.7,2,-2.7,2
11275,11276,11,1,11,1,-0.93,4,-0.93,4,-1.88,5,-1.88,5
11276,11277,21,4,21,4,-0.25,6,-0.25,6,-2.3,3,-2.3,3
11277,11278,19,3,19,3,-0.37,5,-0.37,5,-2.21,4,-2.21,4
11278,11279,30,8,30,8,0.61,9,0.61,9,-1.29,7,-1.29,7
11279,11280,12,1,12,1,-1.17,3,-1.17,3,-2.05,4,-2.05,4
11280,11281,27,7,27,7,0.52,9,0.52,9,-0.59,10,-0.59,10
11282,11283,19,3,19,3,-0.51,5,-0.51,5,-1.88,5,-1.88,5
11283,11284,20,3,20,3,-0.53,4,-0.53,4,-2.34,3,-2.34,3
11285,11286,20,4,20,4,-1.51,2,-1.51,2,-3.27,1,-3.27,1
11286,11287,31,9,31,9,0.62,10,0.62,10,-1.49,7,-1.49,7
11287,11288,21,4,21,4,-0.3,6,-0.3,6,-1.64,6,-1.64,6
11288,11289,26,7,28,8,0.93,10,1.27,10,-0.78,9,-0.73,9
11289,11290,21,4,21,4,1.33,10,1.33,10,-0.16,10,-0.16,10
11290,11291,20,3,20,3,0.25,8,0.25,8,-1.21,8,-1.21,8
11291,11292,24,6,24,6,-1.44,1,-1.44,1,-2.61,2,-2.61,2
11292,11293,18,3,18,3,0.22,8,0.22,8,-1.16,8,-1.16,8
11293,11294,29,8,29,8,0.22,8,0.22,8,-1.59,6,-1.59,6
11294,11295,15,1,15,1,-1.27,2,-1.27,2,-2.58,2,-2.58,2
11295,11296,15,1,15,1,0.92,10,0.92,10,-1.02,8,-1.02,8
11296,11297,19,3,19,3,-2.02,1,-2.02,1,-3.5,1,-3.5,1
11297,11298,30,8,30,8,1.27,10,1.27,10,-1.45,7,-1.45,7
11298,11299,15,1,15,1,-2.05,1,-2.05,1,-3.47,1,-3.47,1
11299,11300,21,4,21,4,0.6,9,0.6,9,-1.42,7,-1.42,7
11300,11301,14,1,14,1,-1.31,2,-1.31,2,-3.43,1,-3.43,1
11301,11302,23,5,23,5,0.32,9,0.32,9,-0.53,10,-0.53,10
11302,11303,23,5,23,5,-0.18,6,-0.18,6,-1.89,5,-1.89,5
11303,11304,15,1,15,1,-1.28,2,-1.28,2,-2.62,2,-2.62,2
11304,11305,13,1,13,1,-1.65,1,-1.65,1,-3.14,1,-3.09,1
11305,11306,23,5,23,5,-1.96,1,-1.96,1,-3.69,1,-3.69,1
11306,11307,14,1,14,1,-1.14,2,-1.14,2,-2.31,3,-2.31,3
11308,11309,26,7,28,8,0.03,7,0.06,7,-2.8,2,-2.8,2
11309,11310,15,1,15,1,-0.82,3,-0.82,3,-3.0,1,-3.0,1
11310,11311,11,1,11,1,-0.75,5,-0.75,5,-2.0,4,-2.0,4
11311,11312,11,1,11,1,-2.96,1,-2.96,1,-4.59,1,-4.59,1
11312,11313,14,1,14,1,-1.94,1,-1.94,1,-3.66,1,-3.66,1
11313,11314,18,3,18,3,0.22,8,0.22,8,-1.78,5,-1.78,5
11314,11315,22,5,22,5,0.47,9,0.47,9,-0.8,9,-0.8,9
11315,11316,18,3,18,3,-1.34,2,-1.34,2,-3.04,1,-3.04,1
11316,11317,16,2,16,2,-1.93,1,-1.93,1,-3.54,1,-3.54,1
11317,11318,15,1,15,1,0.73,10,0.73,10,-1.25,8,-1.25,8
11318,11319,24,6,24,6,-0.08,7,-0.08,7,-2.41,3,-2.41,3
11319,11320,13,1,13,1,-1.1,2,-1.1,2,-2.24,3,-2.24,3
11321,11322,19,3,19,3,-1.71,1,-1.71,1,-3.39,1,-3.39,1
11322,11323,26,7,26,7,0.06,7,0.06,7,-2.17,4,-2.17,4
11323,11324,15,1,15,1,-0.4,5,-0.4,5,-1.8,5,-1.8,5
11324,11325,25,6,25,6,-0.37,5,-0.37,5,-2.67,2,-2.67,2
11325,11326,23,6,23,6,0.61,10,0.61,10,-0.66,9,-0.66,9
11326,11327,16,2,16,2,-1.28,2,-1.28,2,-2.32,3,-2.32,3
11327,11328,15,1,15,1,-1.21,2,-1.21,2,-3.21,1,-3.21,1
11328,11329,13,1,13,1,-1.19,2,-1.19,2,-2.54,3,-2.54,3
11329,11330,13,1,13,1,-2.43,1,-2.43,1,-4.05,1,-4.05,1
11330,11331,25,7,25,7,-0.48,6,-0.48,6,-2.51,3,-2.51,3
11331,11332,23,6,23,6,-0.13,8,-0.13,8,-2.91,2,-2.91,2
11332,11333,19,3,19,3,-0.71,4,-0.71,4,-1.76,5,-1.76,5
11333,11334,13,1,13,1,-1.43,1,-1.43,1,-2.79,2,-2.79,2
11335,11336,11,1,11,1,-0.86,4,-0.86,4,-2.04,4,-2.04,4
11336,11337,22,5,22,5,-1.92,1,-1.92,1,-3.56,1,-3.56,1
11337,11338,25,7,25,7,-0.72,5,-0.72,5,-3.04,1,-3.04,1
11338,11339,16,2,16,2,-1.02,4,-1.02,4,-2.72,2,-2.72,2
11339,11340,28,7,30,8,0.58,9,0.9,10,-1.01,8,-0.86,9
11340,11341,15,1,15,1,-2.38,1,-2.38,1,-3.9,1,-3.9,1
11341,11342,26,7,26,7,0.38,9,0.38,9,-2.57,2,-2.57,2
11342,11343,20,3,20,3,-1.82,1,-1.82,1,-3.38,1,-3.38,1
11343,11344,14,1,14,1,-1.4,1,-1.4,1,-2.99,1,-2.99,1
11344,11345,19,3,19,3,-2.13,1,-2.13,1,-3.89,1,-3.89,1
11345,11346,18,3,18,3,0.99,10,0.99,10,-1.48,7,-1.48,7
11346,11347,25,7,25,7,-0.94,4,-0.94,4,-2.28,3,-2.28,3
11347,11348,15,1,15,1,-1.88,1,-1.88,1,-3.58,1,-3.58,1
11348,11349,13,1,13,1,-1.36,2,-1.36,2,-2.77,2,-2.77,2
11349,11350,16,2,16,2,-0.76,3,-0.76,3,-2.92,2,-2.92,2
11350,11351,27,7,27,7,-1.22,2,-1.22,2,-3.09,1,-3.09,1
11351,11352,28,8,28,8,0.12,8,0.12,8,-1.36,7,-1.36,7
11352,11353,17,2,17,2,-1.37,2,-1.37,2,-2.83,2,-2.83,2
11353,11354,18,3,18,3,-0.44,5,-0.44,5,-2.28,3,-2.28,3
11354,11355,20,3,20,3,-1.52,1,-1.52,1,-3.28,1,-3.28,1
11355,11356,17,2,17,2,-0.55,4,-0.55,4,-2.16,4,-2.16,4
11356,11357,28,8,28,8,-1.79,1,-1.79,1,-3.45,1,-3.45,1
11357,11358,20,4,20,4,-0.53,6,-0.53,6,-1.69,6,-1.69,6
11358,11359,14,1,14,1,-0.26,7,-0.26,7,-1.31,7,-1.31,7
11359,11360,13,1,13,1,-0.38,5,-0.38,5,-1.98,4,-1.98,4
11360,11361,25,6,25,6,0.02,7,0.02,7,-1.43,7,-1.43,7
11361,11362,17,2,17,2,-0.67,4,-0.67,4,-2.31,3,-2.31,3
11362,11363,22,5,22,5,0.5,9,0.5,9,-2.49,3,-2.49,3
11363,11364,16,2,16,2,-1.1,2,-1.1,2,-3.69,1,-3.69,1
11364,11365,18,3,18,3,0.42,9,0.42,9,-0.69,9,-0.69,9
11365,11366,22,5,22,5,-0.37,5,-0.37,5,-2.56,2,-2.56,2
11366,11367,20,3,20,3,-1.44,1,-1.44,1,-3.77,1,-3.77,1
11367,11368,14,1,14,1,0.24,8,0.24,8,-1.48,7,-1.48,7
11368,11369,16,2,16,2,0.95,10,1.08,10,-0.39,10,-0.09,10
11369,11370,22,5,22,5,0.15,8,0.15,8,-1.77,5,-1.77,5
11370,11371,26,7,26,7,-0.84,3,-0.84,3,-2.98,1,-2.98,1
11371,11372,25,7,25,7,-1.05,3,-1.05,3,-3.66,1,-3.66,1
11372,11373,14,1,14,1,0.42,9,0.42,9,-1.01,8,-1.01,8
11373,11374,32,9,32,9,0.61,10,0.61,10,-0.43,10,-0.43,10
11374,11375,12,1,12,1,-1.08,2,-1.08,2,-2.14,4,-2.14,4
11375,11376,22,5,22,5,-0.19,6,-0.19,6,-1.66,6,-1.66,6
11376,11377,17,2,17,2,-0.95,3,-0.95,3,-2.34,3,-2.34,3
11377,11378,15,1,15,1,-1.3,2,-1.3,2,-2.42,3,-2.42,3
11378,11379,13,1,13,1,-1.75,1,-1.75,1,-3.1,1,-3.1,1
11380,11381,20,3,20,3,0.18,8,0.18,8,-1.81,5,-1.81,5
11381,11382,17,2,17,2,-2.25,1,-2.25,1,-3.59,1,-3.59,1
11382,11383,21,4,21,4,-0.65,5,-0.65,5,-1.98,4,-1.98,4
11383,11384,14,1,14,1,-1.99,1,-1.99,1,-3.5,1,-3.5,1
11384,11385,22,5,22,5,0.08,7,0.08,7,-1.45,7,-1.45,7
11385,11386,14,1,14,1,-0.04,7,-0.04,7,-2.1,4,-2.1,4
11386,11387,17,2,17,2,-0.06,7,-0.06,7,-2.17,4,-2.17,4
11387,11388,25,6,25,6,-0.19,6,-0.19,6,-1.62,6,-1.62,6
11388,11389,16,2,16,2,-1.1,2,-1.1,2,-2.24,3,-2.24,3
11389,11390,26,7,26,7,-0.55,4,-0.55,4,-1.86,5,-1.86,5
11390,11391,18,3,18,3,-0.58,4,-0.58,4,-2.96,1,-2.96,1
11391,11392,24,6,24,6,-0.54,6,-0.54,6,-2.45,3,-2.45,3
11392,11393,18,3,18,3,-0.83,3,-0.83,3,-2.21,4,-2.21,4
11393,11394,32,9,32,9,0.59,9,0.59,9,-0.36,10,-0.36,10
11394,11395,17,2,17,2,0.67,10,0.67,10,-0.65,9,-0.65,9
11395,11396,25,6,25,6,-0.04,7,-0.04,7,-1.56,6,-1.56,6
11396,11397,14,1,14,1,-0.75,5,-0.75,5,-2.14,4,-2.14,4
11397,11398,18,3,18,3,0.14,8,0.14,8,-0.92,9,-0.92,9
11398,11399,21,4,21,4,-0.83,3,-0.83,3,-1.97,5,-1.97,5
11399,11400,19,3,19,3,-0.3,6,-0.3,6,-2.28,3,-2.28,3
11400,11401,16,2,16,2,-1.73,1,-1.73,1,-3.61,1,-3.61,1
11401,11402,22,5,22,5,-0.92,3,-0.92,3,-3.58,1,-3.58,1
11403,11404,17,2,17,2,0.08,7,0.08,7,-1.59,6,-1.59,6
11404,11405,23,5,23,5,-0.17,6,-0.17,6,-1.61,6,-1.61,6
11405,11406,21,4,21,4,0.81,10,0.81,10,-1.11,8,-1.11,8
11406,11407,18,2,21,3,0.14,7,0.53,9,-0.95,9,-0.68,9
11408,11409,25,7,25,7,-1.17,3,-1.17,3,-3.53,1,-3.53,1
11409,11410,22,5,22,5,-1.14,2,-1.14,2,-2.16,4,-2.16,4
11410,11411,21,4,21,4,-0.83,3,-0.83,3,-2.49,3,-2.49,3
11411,11412,11,1,11,1,-1.03,2,-1.03,2,-1.94,5,-1.94,5
11412,11413,13,1,13,1,-0.17,6,-0.17,6,-1.88,5,-1.88,5
11413,11414,22,5,22,5,-0.16,6,-0.16,6,-2.38,3,-2.38,3
11414,11415,13,1,13,1,-2.4,1,-2.4,1,-4.18,1,-4.18,1
11415,11416,13,1,13,1,-1.1,2,-1.1,2,-2.12,4,-2.12,4
11416,11417,26,7,26,7,-0.6,4,-0.6,4,-2.65,2,-2.65,2
11417,11418,19,3,19,3,-1.26,3,-1.26,3,-2.7,2,-2.7,2
11418,11419,14,1,14,1,-0.63,4,-0.63,4,-2.92,2,-2.92,2
11419,11420,11,1,11,1,-2.32,1,-2.32,1,-3.91,1,-3.91,1
11420,11421,13,1,13,1,-0.78,3,-0.78,3,-1.76,5,-1.76,5
11421,11422,20,4,20,4,-0.41,6,-0.41,6,-2.18,4,-2.18,4
11422,11423,13,1,13,1,-1.14,2,-1.14,2,-1.94,5,-1.94,5
11423,11424,16,2,16,2,-0.04,7,-0.04,7,-2.2,4,-2.2,4
11424,11425,19,3,19,3,-1.32,2,-1.32,2,-2.74,2,-2.74,2
11425,11426,31,9,31,9,-0.44,5,-0.44,5,-3.15,1,-3.15,1
11426,11427,25,6,25,6,-0.83,3,-0.83,3,-2.06,4,-2.06,4
11427,11428,13,1,13,1,-0.01,7,-0.01,7,-1.14,8,-1.14,8
11428,11429,16,2,16,2,-0.48,5,-0.48,5,-2.1,4,-2.1,4
11429,11430,14,1,14,1,-0.57,4,-0.38,5,-2.45,3,-2.41,3
11430,11431,24,6,24,6,-1.09,3,-1.09,3,-3.13,1,-3.13,1
11431,11432,25,6,25,6,0.21,8,0.21,8,-1.61,6,-1.61,6
11432,11433,12,1,12,1,-1.85,1,-1.85,1,-3.24,1,-3.24,1
11433,11434,13,1,13,1,-1.31,2,-1.31,2,-2.63,2,-2.63,2
11434,11435,26,7,26,7,0.68,10,0.68,10,-1.26,7,-1.26,7
11435,11436,17,2,17,2,-1.68,1,-1.68,1,-3.14,1,-3.14,1
11436,11437,15,1,15,1,-2.14,1,-2.14,1,-3.84,1,-3.84,1
11437,11438,19,3,19,3,-0.56,4,-0.56,4,-2.54,3,-2.54,3
11438,11439,15,1,15,1,0.42,9,0.42,9,-1.43,7,-1.43,7
11439,11440,26,7,26,7,-1.37,2,-1.37,2,-2.53,3,-2.53,3
11440,11441,20,3,20,3,-0.45,5,-0.45,5,-2.09,4,-2.09,4
11442,11443,17,2,17,2,-0.52,4,-0.52,4,-1.95,5,-1.95,5
11443,11444,22,5,22,5,0.17,8,0.17,8,-2.05,4,-2.05,4
11444,11445,16,2,16,2,-0.58,6,-0.58,6,-1.86,5,-1.86,5
11445,11446,21,4,21,4,-1.93,1,-1.93,1,-3.06,1,-3.06,1
11446,11447,18,3,18,3,-0.17,6,-0.17,6,-2.99,1,-2.99,1
11447,11448,18,3,18,3,-1.57,1,-1.57,1,-3.11,1,-3.11,1
11448,11449,20,3,20,3,-0.2,6,-0.2,6,-2.0,4,-2.0,4
11449,11450,16,2,16,2,-0.88,3,-0.88,3,-2.93,2,-2.93,2
11450,11451,21,4,21,4,-0.74,4,-0.74,4,-2.31,3,-2.31,3
11451,11452,11,1,11,1,-1.22,3,-1.22,3,-2.66,2,-2.66,2
11452,11453,12,1,12,1,-0.7,5,-0.7,5,-2.24,3,-2.24,3
11453,11454,27,7,27,7,-0.11,7,-0.11,7,-3.03,1,-3.03,1
11454,11455,18,3,18,3,-1.75,1,-1.75,1,-3.87,1,-3.87,1
11456,11457,26,7,26,7,-0.22,6,-0.22,6,-2.44,3,-2.44,3
11457,11458,15,1,15,1,-0.99,3,-0.99,3,-2.52,3,-2.52,3
11458,11459,18,3,18,3,-0.37,5,-0.37,5,-2.98,1,-2.98,1
11460,11461,20,3,20,3,0.39,9,0.39,9,-1.61,6,-1.61,6
11462,11463,21,4,21,4,-0.36,5,-0.36,5,-3.1,1,-3.1,1
11463,11464,20,4,20,4,-0.74,5,-0.74,5,-1.86,5,-1.86,5
11464,11465,15,1,15,1,-1.42,1,-1.42,1,-2.83,2,-2.83,2
11465,11466,21,4,21,4,-0.62,4,-0.62,4,-2.35,3,-2.35,3
11466,11467,16,2,16,2,-0.85,3,-0.85,3,-1.95,5,-1.95,5
11467,11468,13,1,13,1,-2.85,1,-2.85,1,-4.46,1,-4.46,1
11468,11469,13,1,13,1,-1.41,2,-1.41,2,-2.85,2,-2.85,2
11469,11470,20,3,20,3,-0.09,7,-0.09,7,-1.59,6,-1.59,6
11470,11471,14,1,14,1,-1.64,2,-1.64,2,-3.07,1,-3.07,1
11471,11472,19,3,19,3,-0.05,7,-0.05,7,-1.59,6,-1.59,6
